0.55 0.0 1.1480833041184576e-11 100.0
0.552 0.0 2.779306695103435e-15 100.0
0.554 0.0 9.755417961618197e-16 100.0
0.556 0.0 5.844625680771426e-16 100.0
0.558 0.0 4.654470174964281e-16 100.0
0.56 0.0 3.175470755807332e-16 100.0
0.562 0.0 4.3113263712307943e-16 100.0
0.564 0.0 4.336639710705618e-16 100.0
0.566 0.0 2.5634374071724526e-16 100.0
0.568 0.0 3.208525333098402e-16 100.0
0.57 0.0 4.747394660460021e-16 100.0
0.572 0.0 2.644102829415154e-16 100.0
0.574 0.0 4.2120638359859354e-16 100.0
0.576 0.0 1.8820163294834462e-16 100.0
0.578 0.0 9.557002027767485e-16 100.0
0.58 0.0 1.0951729734707005e-15 100.0
0.582 0.0 7.603139294698982e-16 100.0
0.584 0.0 8.282591168848205e-16 100.0
0.586 0.0 8.021313332745997e-16 100.0
0.588 0.0 1.0552516542559792e-15 100.0
0.59 0.0 7.381104677948019e-16 100.0
0.592 0.0 2.6719264945447416e-16 100.0
0.594 0.0 1.222988142960376e-15 100.0
0.596 0.0 1.191616393558691e-16 100.0
0.598 0.0 3.580361673049448e-16 100.0
0.55 0.0 1.1480833041184576e-11 100.0
0.548 0.0 3.2173642626084675e-15 100.0
0.546 0.0 1.8867520882254173e-15 100.0
0.544 0.0 3.9720546451956387e-16 100.0
0.542 0.0 9.892031077381297e-16 100.0
0.54 0.0 4.1010382221227783e-16 100.0
0.538 0.0 8.70516804592499e-16 100.0
0.536 0.0 8.860887421508486e-16 100.0
0.534 0.0 7.784112417612293e-16 100.0
0.532 0.0 4.171839369083927e-16 100.0
0.53 0.0 7.268425883411841e-16 100.0
0.528 0.0 5.414247061043003e-16 100.0
0.526 0.0 3.62116561303626e-16 100.0
0.524 0.0 6.283038424959894e-16 100.0
0.522 0.0 1.103496902950699e-15 100.0
0.52 0.0 9.804218546175945e-16 100.0
0.518 0.0 5.266718293191106e-16 100.0
0.516 0.0 1.1382899616642108e-16 100.0
0.514 0.0 5.395455453890653e-16 100.0
0.512 0.0 4.745109312468022e-16 100.0
0.51 0.0 1.1374320226216116e-15 100.0
0.508 0.0 7.105427357601003e-17 100.0
0.506 0.0 1.2198880822155562e-15 100.0
0.504 0.0 7.313463032397692e-16 100.0
0.502 0.0 1.0312436115333986e-15 100.0
0.5 0.0 7.785632405731889e-16 100.0
0.498 0.0 1.202366922545134e-15 100.0
0.496 0.0 8.747542958250511e-16 100.0
0.494 0.0 3.735632398049855e-16 100.0
0.492 0.0 1.3523956554037418e-15 100.0
0.49 0.0 1.259366844865643e-15 100.0
0.488 0.0 1.144828908377501e-15 100.0
0.486 0.0 1.4908240794581735e-15 100.0
0.484 0.0 7.471396777424007e-16 100.0
0.482 0.0 1.5092304990483661e-15 100.0
0.48 0.0 5.429524106964554e-16 100.0
0.478 0.0 7.799804677723952e-16 100.0
0.476 0.0 7.706415575411479e-16 100.0
0.474 0.0 1.0314443941888901e-15 100.0
